As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region,Statistical Area 2,Number of offences
3/01/2024,2017,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Virginia,5
3/01/2024,2017,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Weddell,4
3/01/2024,2017,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,West Arnhem,5
3/01/2024,2017,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Yuendumu - Anmatjere,3
3/01/2024,2017,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,,95
3/01/2024,2017,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Tennant Creek,,13
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,,2
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Palmerston,,1
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Alice Springs,,1
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,,1
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Alligator,1
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,West Arnhem,1
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,,1
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Alice Springs,,8
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,,7
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Katherine,,2
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Anindilyakwa,2
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Gulf,1
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Petermann - Simpson,1
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Sandover - Plenty,1
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Tanami,1
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,,1
3/01/2024,2017,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Tennant Creek,,1
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,Alice Springs,,22
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,Darwin,,40
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,Katherine,,9
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,Nhulunbuy,,1
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Anindilyakwa,3
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Barkly,2
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,NT Balance,East Arnhem,2
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Elsey,2
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Gulf,4
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Howard Springs,4
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Humpty Doo,3
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Sandover - Plenty,2
3/01/2024,2017,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Tanami,1
